App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5954485,HDR,11/07/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954591,HDR,11/09/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5949888,HDR,08/29/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5951097,HDR,09/17/2019,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5948219,HDR,08/05/2019,Denied,Not Applicable,Complete,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952570,HDR,10/09/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952448,HDR,10/08/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954619,HDR,11/10/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5953799,HDR,10/25/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5949297,PDR,08/20/2019,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Open items needed. Visit www.nyc.gov/tlcup for more information,11/20/2019 05:00:03 PM
5954682,HDR,11/12/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5948389,HDR,08/07/2019,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954974,HDR,11/15/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5948485,HDR,08/08/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,11/20/2019 05:00:03 PM
5953581,HDR,10/23/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954696,HDR,11/12/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950584,HDR,09/10/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5949650,HDR,08/25/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952318,HDR,10/04/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954806,HDR,11/13/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5955006,HDR,11/16/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952963,HDR,10/15/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5955156,HDR,11/19/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5951647,HDR,09/25/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952485,HDR,10/08/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5949902,HDR,08/29/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5955081,HDR,11/18/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5949493,HDR,08/22/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954023,HDR,10/30/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5948275,HDR,08/05/2019,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5947724,HDR,07/28/2019,Pending Fitness Interview,12/02/2019,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953686,HDR,10/25/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5953191,HDR,10/17/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952816,HDR,10/13/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5948804,HDR,08/13/2019,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954328,HDR,11/04/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5951593,HDR,09/24/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5951636,HDR,09/24/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5954518,HDR,11/07/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5953978,HDR,10/29/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5948651,HDR,08/12/2019,Denied,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952336,HDR,10/05/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954252,HDR,11/03/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5954976,HDR,11/15/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952474,HDR,10/08/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5948988,HDR,08/15/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954629,HDR,11/10/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5949788,HDR,08/28/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954663,HDR,11/11/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954539,HDR,11/08/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5950120,HDR,09/04/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5953311,HDR,10/20/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954535,HDR,11/07/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5954884,HDR,11/14/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950078,HDR,09/03/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954266,HDR,11/04/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5948327,HDR,08/06/2019,Denied,Not Applicable,Complete,Needed,Needed,Needed,Complete,Copy of DMV license needed,11/20/2019 05:00:03 PM
5953472,HDR,10/22/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5950339,HDR,09/09/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953457,HDR,10/22/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950650,HDR,09/11/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5954623,HDR,11/10/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5947750,HDR,07/29/2019,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5951536,HDR,09/24/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950088,HDR,09/03/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5949151,HDR,08/19/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5954356,HDR,11/05/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952678,HDR,10/10/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954159,HDR,10/31/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5951694,HDR,09/25/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952451,HDR,10/08/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5952403,HDR,10/07/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,11/20/2019 05:00:03 PM
5950721,HDR,09/12/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5948455,HDR,08/07/2019,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,11/20/2019 05:00:03 PM
5953812,HDR,10/26/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5950214,HDR,09/05/2019,Pending Fitness Interview,11/20/2019,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5955195,HDR,11/20/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5948810,HDR,08/14/2019,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950635,HDR,09/11/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5949353,HDR,08/20/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954643,HDR,11/11/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954177,HDR,10/31/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5953090,HDR,10/16/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952029,HDR,10/01/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5954273,HDR,11/04/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954902,HDR,11/14/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5949705,HDR,08/26/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,11/20/2019 05:00:03 PM
5952416,HDR,10/07/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",11/20/2019 05:00:03 PM
5950310,HDR,09/07/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5954861,HDR,11/14/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5869745,HDR,04/27/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954120,HDR,10/31/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5949490,HDR,08/22/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5949033,HDR,08/16/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5955001,HDR,11/16/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952499,HDR,10/08/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952118,HDR,10/02/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5949373,HDR,08/21/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954001,HDR,10/29/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5951199,HDR,09/18/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950667,HDR,09/11/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5948484,VDR,08/08/2019,Denied,Not Applicable,Not Applicable,Not Applicable,Needed,Not Applicable,Not Applicable,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,11/20/2019 05:00:03 PM
5950017,HDR,09/03/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5952599,HDR,10/09/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952608,HDR,10/09/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5953303,HDR,10/20/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5951277,HDR,09/19/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5953548,HDR,10/23/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952562,HDR,10/09/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5947836,HDR,07/29/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,11/20/2019 05:00:03 PM
5949073,HDR,08/16/2019,Denied,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5949637,HDR,08/24/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5950076,HDR,09/03/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5947670,HDR,07/26/2019,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,11/20/2019 05:00:03 PM
5952184,HDR,10/02/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953175,HDR,10/17/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5948805,HDR,08/13/2019,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5952428,HDR,10/07/2019,Pending Fitness Interview,11/21/2019,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952465,HDR,10/08/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5952189,HDR,10/02/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5948156,HDR,08/05/2019,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5954113,HDR,10/31/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5948898,HDR,08/15/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5949824,HDR,08/28/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5950161,HDR,09/04/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954092,HDR,10/30/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",11/20/2019 05:00:03 PM
5954832,HDR,11/13/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5950715,HDR,09/12/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5951098,HDR,09/17/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5950909,HDR,09/14/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5951420,HDR,09/23/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5951475,HDR,09/23/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5950233,HDR,09/05/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5955018,HDR,11/17/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5950288,HDR,09/06/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952046,HDR,10/01/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5955015,HDR,11/17/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5949709,HDR,08/26/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5954961,HDR,11/15/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5952962,HDR,10/15/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5951102,HDR,09/17/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5951906,HDR,09/28/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,11/20/2019 05:00:03 PM
5954908,HDR,11/14/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5951816,HDR,09/27/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5949125,HDR,08/17/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5953283,HDR,10/20/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5953817,HDR,10/26/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952795,HDR,10/11/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",11/20/2019 05:00:03 PM
5950640,HDR,09/11/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,11/20/2019 05:00:03 PM
5953029,HDR,10/16/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5921779,HDR,02/06/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5949856,HDR,08/29/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5951060,HDR,09/16/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,11/20/2019 05:00:03 PM
5953274,HDR,10/19/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,11/20/2019 05:00:03 PM
5954003,HDR,10/29/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950106,HDR,09/04/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5950723,HDR,09/12/2019,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5949242,HDR,08/19/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952561,HDR,10/09/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5921767,VDR,11/09/1998,Under Review,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,11/20/2019 05:00:03 PM
5954841,HDR,11/13/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5952172,HDR,10/02/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953448,HDR,10/22/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950004,HDR,09/01/2019,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5949485,HDR,08/22/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5951497,HDR,09/23/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5949386,HDR,08/21/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,11/20/2019 05:00:03 PM
5951889,HDR,09/27/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952182,HDR,10/02/2019,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954381,HDR,11/06/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5954780,HDR,11/12/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5955147,HDR,11/19/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952990,HDR,10/15/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954025,HDR,10/30/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5949113,HDR,08/16/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5947963,HDR,07/31/2019,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5950244,HDR,09/06/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,11/20/2019 05:00:03 PM
5952803,HDR,10/12/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5747109,HDR,05/29/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
